par,est,iter,ln_sigma_eta,ln_kappa2,Estimation model,Operating model
beta[j1],-3.050684867474347,13,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6324439320808715,13,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6682671809150973,13,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6017338985994083,13,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.623302631916399,13,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5296912548178319,13,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5299406722787827,13,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.44058097018908,13,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.8369623650781226,13,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.3970302280761459,13,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1898356928762204,14,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3513277613067076,14,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.272595253903243,14,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4307708793428229,14,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.9690268693152873,14,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.1813574882885887,14,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3315688630128997,14,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.156291343763291,14,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.93326619806072,14,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.5175929597191976,14,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.181427259012595,15,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4134763528788952,15,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9986919576317224,15,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4016076534573358,15,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1155086033760755,15,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6648578679742594,15,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.897184342444777,15,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.2746628589738953,15,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.622589131703451,15,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-5.822157647020737,15,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.063065025546191,16,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3571626485255652,16,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6295230889734342,16,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5061563470073158,16,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.843982765565976,16,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2288145055548447,16,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.127608496832355,16,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.9248666149258677,16,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.425275359236267,16,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.35268324376168575,16,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.5144618128186638,17,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7999028259940548,17,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7579493894738367,17,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3943961351638754,17,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3926600477381075,17,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.575915956953799,17,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7991613126682635,17,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.1681771546347615,17,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.7118584834028283,17,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.034129450867045,17,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1440825117298763,18,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2779203525776721,18,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.887846555318795,18,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4692805521951444,18,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.0771924091523424,18,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.835770015841199,18,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.2884201573798895,18,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.1023761930026175,18,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.056994940258529,18,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.652301449158534,18,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.775117606234476,19,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.099472477849135,19,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.252686955603098,19,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2243673188163657,19,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6578885608887584,19,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4695134788411721,19,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.1890810007796433,19,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,8.142615459057481,19,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.038255988225751,19,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.16665559351924972,19,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.320609351826934,20,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6421722599652468,20,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8457954325439925,20,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7753369984763987,20,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5091978953184535,20,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5301351761043622,20,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.811060476999186,20,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.939201783310191,20,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.1327708421204583,20,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.1427372741617927,20,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.2052253648983786,21,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2786922980866537,21,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8850959101720406,21,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.432015860587301,21,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5746258263364377,21,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4883730027414777,21,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.584051464505505,21,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.0199640971580264,21,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-7.057805353032231,21,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-5.752085426945948,21,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1186681567234635,22,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3648879459771104,22,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5688212183942607,22,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6017776164934852,22,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.1406243922320156,22,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7517376937342977,22,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6318064381173287,22,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.7517963605642786,22,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.517765267243998,22,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.3472297412102589,22,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.659318571820907,23,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.586801311711949,23,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.634657270646052,23,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.638666866054313,23,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.007671029955346,23,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4492025044503212,23,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.263822352220842,23,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.229286586309279,23,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.1409638296275206,23,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2927743533094345,23,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4678957493037212,24,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5929581245983506,24,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-4.554903684720552,24,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.0012137533995213,24,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.053673496949354,24,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3930001495710669,24,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.804573964751592,24,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.0029372765118514,24,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.862533492829136,24,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.1554133512128093,24,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8665765049409835,25,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4842530027118566,25,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1009658341804394,25,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7180439905207703,25,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.890212241712125,25,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6641983463540704,25,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.716568709452884,25,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.955888255954093,25,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.1688297731950046,25,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6737864174273256,25,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6446254306702053,26,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5753476612115536,26,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.430280814057352,26,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,2.0148251815270357,26,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0645636787075357,26,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3600286372370909,26,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7638951984898834,26,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.909928912878466,26,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.6841432594354893,26,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6925664472724234,26,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9270604678893473,27,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.482668666342147,27,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.138514724832243,27,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8285005230670512,27,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5707467320402264,27,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4516011979434957,27,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.246149800918973,27,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.106987733174269,27,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.6526822257599767,27,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4757906333016813,27,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.4201518968240894,28,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2153133268287142,28,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.135291728278145,28,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.924114150913592,28,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9150928385262262,28,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.1764186174638098,28,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.825733244804853,28,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.2482587987281737,28,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.55065152578743,28,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.0659948583369758,28,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-1.8675199752476435,29,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,2.686838916203328,29,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.257534994043722,29,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6205803900398386,29,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-4.209729043984934,29,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.153077294132879,29,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.710484511880385,29,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.6224493206025956,29,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.8248051048995286,29,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.48960724852720644,29,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.814683051868741,30,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.185146999340815,30,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4979634089529106,30,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7691419252558567,30,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.8479996577730464,30,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2729592676723653,30,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.74125452897004,30,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.0858732174705326,30,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.7464685172908412,30,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.0974147503683307,30,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.351425800223418,31,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4294375785187958,31,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8629934917228645,31,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3658120418746142,31,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.079857910769903,31,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5884685016416928,31,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0674064024538907,31,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.6193984426949157,31,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.8776882018932795,31,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.7167822052577539,31,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.7624463139496984,32,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3783935643014003,32,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.459821947430094,32,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5417883056929984,32,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8386938732503997,32,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2594315342179807,32,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.753088498545693,32,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.2873471127329474,32,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.14653359017161,32,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.9141931744266768,32,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5797360310140993,33,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6237902992454383,33,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6171957809160795,33,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,2.199008194073377,33,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9890520735356403,33,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3261165376147095,33,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9191772911717546,33,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.7323667141618704,33,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.391353154048789,33,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.670385932855592,33,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.874428004258561,34,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6469836991925693,34,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8819855786451565,34,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4587895930114305,34,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.5381564448827847,34,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.9685280257832939,34,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.829545891110926,34,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.322210036773203,34,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.391162196813835,34,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.0446094540808877,34,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8563208649491716,35,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.989542605036118,35,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3686643194338943,35,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6437851063697606,35,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.480913521599602,35,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.163361474543066,35,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.681309610711524,35,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.4659002340821052,35,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.356414084359593,35,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.33344851980019974,35,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5441141154004727,36,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2682133008382528,36,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1294194549696597,36,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5099797506045791,36,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.198198227977296,36,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5363402015848042,36,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7018802831916253,36,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.113481264856882,36,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.4680219192453614,36,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.45865728376481046,36,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8008501196733167,37,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2668489378293277,37,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8657967779751052,37,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.507266198157373,37,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.796045335638364,37,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.466223124042341,37,0.5,1.5,Diffusion,Operating model = Diffusion
